City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,yesan,36.6776,126.8427,280.98,47,34,0.21,KR,1711757362
366,westport,41.1415,-73.3579,280.26,48,0,7.72,US,1711757499
367,tromso,69.6496,18.957,269.16,58,68,0.0,NO,1711757518
368,khanty-mansiysk,61.0042,69.0019,259.21,78,0,2.0,RU,1711757541
369,arraial do cabo,-22.9661,-42.0278,297.76,90,100,7.03,BR,1711757490
370,vimmerby,57.6659,15.8552,279.23,89,100,2.22,SE,1711757543
371,watford city,47.8022,-103.2832,274.07,93,100,5.66,US,1711757544
372,anar darah,32.7587,61.654,281.51,57,0,9.46,AF,1711757545
373,tondano,1.3038,124.9112,297.2,81,76,1.69,ID,1711757546
374,gerash,27.6652,54.1371,290.12,48,6,1.48,IR,1711757547
375,gagnoa,6.1293,-5.9437,296.15,96,100,1.87,CI,1711757548
376,sao jose da coroa grande,-8.8978,-35.1478,301.35,74,97,4.91,BR,1711757549
377,baardheere,2.3446,42.2764,300.53,69,82,4.82,SO,1711757549
378,wyndmoor,40.0812,-75.1893,284.59,42,0,9.77,US,1711757550
379,okhotsk,59.3833,143.3,270.51,91,100,9.41,RU,1711757307
380,valparaiso,-33.0393,-71.6273,291.48,65,100,3.6,CL,1711757182
381,aykhal,66.0,111.5,252.18,98,91,4.58,RU,1711757552
382,isfahan,32.6572,51.6776,273.95,28,2,2.43,IR,1711757554
383,sittwe,20.15,92.9,296.94,89,41,2.04,MM,1711757555
384,lengshuitan,26.4111,111.5956,295.14,81,31,2.41,CN,1711757556
385,guarapari,-20.6667,-40.4975,300.31,93,100,1.95,BR,1711757389
386,howrah,22.5892,88.3103,301.15,89,40,1.54,IN,1711757558
387,taoudenni,22.6783,-3.9836,298.85,14,48,3.92,ML,1711757559
388,swainsboro,32.5974,-82.3337,289.09,42,0,1.79,US,1711757559
389,malango,-2.9627,119.9001,296.19,88,74,0.18,ID,1711757560
390,pirapora do bom jesus,-23.3969,-47.0022,296.14,97,100,1.57,BR,1711757561
391,jerome,42.7241,-114.5186,284.08,39,100,3.6,US,1711757562
392,ternate,0.8,127.4,300.98,80,38,2.73,ID,1711757427
393,ortona,42.3496,14.4039,286.57,66,82,2.99,IT,1711757564
394,freetown,8.484,-13.2299,299.02,74,96,3.48,SL,1711757565
395,port blair,11.6667,92.75,300.3,61,96,2.18,IN,1711757565
396,tame,6.461,-71.73,302.92,52,97,2.63,CO,1711757566
397,floro,61.5996,5.0328,280.19,76,100,8.23,NO,1711757567
398,vadso,70.0744,29.7487,268.24,80,16,5.14,NO,1711757567
399,muisne,0.6,-80.0333,299.14,85,87,1.34,EC,1711757568
400,aswan,24.0934,32.907,295.03,37,0,4.96,EG,1711757569
401,lompoc,34.6391,-120.4579,285.38,85,100,8.75,US,1711757492
402,waingapu,-9.6567,120.2641,300.3,78,94,1.32,ID,1711757570
403,labrador city,52.9463,-66.9114,274.36,94,100,4.23,CA,1711757571
404,phan thiet,10.9333,108.1,300.24,73,97,3.14,VN,1711757572
405,rundu,-17.9333,19.7667,293.42,83,100,1.22,NA,1711757572
406,ugoofaaru,5.6667,73.0,302.07,75,15,3.96,MV,1711757573
407,kununurra,-15.7667,128.7333,303.14,79,40,2.06,AU,1711757574
408,tsiombe,-25.3,45.4833,295.17,93,100,1.13,MG,1711757574
409,kujang-up,39.8672,126.0303,276.47,82,92,1.54,KP,1711757575
410,tolanaro,-25.0319,46.9987,295.57,94,93,3.79,MG,1711757576
411,kerikeri,-35.2268,173.9474,294.77,52,1,0.89,NZ,1711757459
412,libertad,8.9442,125.5019,300.39,77,23,2.81,PH,1711757577
413,byron bay,-28.65,153.6167,297.99,70,76,4.68,AU,1711757578
414,praya,14.9215,-23.5087,295.45,64,75,8.23,CV,1711757579
415,wau,7.7029,27.9953,303.42,26,98,0.52,SS,1711757579
416,robore,-18.3333,-59.75,298.25,80,82,1.04,BO,1711757580
417,kuragino,53.8975,92.6725,275.24,98,62,1.77,RU,1711757581
418,bamboo flat,11.7,92.7167,300.21,60,94,1.98,IN,1711757582
419,pingliang,35.5392,106.6861,286.07,31,100,1.15,CN,1711757583
420,krasnyy chikoy,50.3643,108.7512,263.24,67,18,0.98,RU,1711757544
421,al 'aziziyah,32.9058,45.0616,292.83,38,48,4.34,IQ,1711757585
422,ta`u,-14.2336,-169.5144,301.99,77,83,3.7,AS,1711757586
423,torghay,49.6339,63.4981,270.16,87,100,5.77,KZ,1711757587
424,lobito,-12.3481,13.5456,300.15,86,100,0.86,AO,1711757574
425,shingu,33.7333,135.9833,291.9,57,0,1.84,JP,1711757588
426,hulan ergi,47.2042,123.6333,271.63,51,22,8.06,CN,1711757590
427,nar'yan-mar,67.6713,53.087,255.99,95,93,5.36,RU,1711757590
428,tobruk,32.0836,23.9764,288.76,85,21,1.88,LY,1711757592
429,la passe,45.5549,-0.8967,281.47,95,100,4.22,FR,1711757593
430,holly springs,35.6513,-78.8336,291.16,45,72,3.04,US,1711757345
431,yemanzhelinsk,54.7547,61.3208,267.19,91,38,3.7,RU,1711757594
432,nkhotakota,-12.9274,34.2961,296.06,84,88,2.85,MW,1711757595
433,paita,-5.0892,-81.1144,296.03,79,54,5.81,PE,1711757595
434,kristiansund,63.1115,7.732,280.51,65,75,3.6,NO,1711757596
435,sao felix do xingu,-6.6447,-51.995,296.79,99,91,1.16,BR,1711757597
436,puerto baquerizo moreno,-0.9,-89.6,298.96,79,52,3.34,EC,1711757410
437,tuban,-6.8976,112.0649,299.93,87,15,2.79,ID,1711757598
438,sitangkai,4.6628,119.3928,301.52,78,32,5.26,PH,1711757598
439,karlskrona,56.1616,15.5866,278.4,98,85,2.66,SE,1711757599
440,kasoa,5.533,-0.4224,301.22,83,86,4.44,GH,1711757600
441,east ballina,-28.8667,153.5833,298.04,70,60,4.59,AU,1711757601
442,puerto san jose,13.9256,-90.8244,303.18,64,20,2.06,GT,1711757342
443,aqsay,51.1678,52.995,263.73,98,81,2.12,KZ,1711757602
444,guara,-20.4283,-47.8242,295.22,92,72,1.03,BR,1711757603
445,vilyuchinsk,52.9306,158.4028,272.3,78,9,0.85,RU,1711757603
446,lukhovitsy,54.9728,39.0361,274.97,78,100,2.44,RU,1711757604
447,kota belud,6.351,116.4305,301.88,66,30,0.93,MY,1711757455
448,iringa,-7.7667,35.7,288.76,95,98,1.65,TZ,1711757606
449,haiku-pauwela,20.9219,-156.3051,300.49,66,20,11.83,US,1711757608
450,umluj,25.0213,37.2685,296.82,74,0,3.4,SA,1711757609
451,la sarre,48.8002,-79.1996,269.62,82,100,3.37,CA,1711757527
452,trumann,35.6737,-90.5073,294.21,65,83,5.53,US,1711757610
453,sola,-13.8833,167.55,300.71,74,100,2.41,VU,1711757611
454,sidhi,24.4167,81.8833,299.07,38,61,1.42,IN,1711757612
455,thunder bay,48.4001,-89.3168,272.43,89,100,1.58,CA,1711757583
456,kalmunai,7.4167,81.8167,298.03,84,46,0.96,LK,1711757363
457,trail,49.0998,-117.7022,281.2,76,97,0.95,CA,1711757614
458,san patricio,28.017,-97.5169,296.57,67,18,8.43,US,1711757615
459,st. john's,47.5649,-52.7093,282.75,93,100,4.2,CA,1711757479
460,happy valley-goose bay,53.3168,-60.3315,274.32,93,100,7.72,CA,1711757616
461,zag,46.9441,99.165,263.3,79,92,1.67,MN,1711757617
462,takoradi,4.8845,-1.7554,301.1,86,100,4.6,GH,1711757617
463,broken hill,-31.95,141.4333,299.26,60,1,1.53,AU,1711757618
464,holbrook,40.8123,-73.0784,280.22,51,20,11.32,US,1711757596
465,tyumentsevo,53.3224,81.498,276.14,87,89,5.42,RU,1711757620
466,fisterra,42.9049,-9.2629,281.34,76,75,3.14,ES,1711757620
467,arvayheer,46.2639,102.775,275.18,36,100,2.02,MN,1711757621
468,delijan,33.9905,50.6838,283.31,32,0,0.99,IR,1711757622
469,yarrawonga,-36.0167,146.0,297.87,35,15,2.25,AU,1711757622
470,lukolela,-1.0605,17.1821,297.12,91,47,1.75,CD,1711757623
471,mgandu,-5.95,34.1333,289.72,96,31,1.42,TZ,1711757624
472,nallihan,40.1859,31.3518,286.2,75,2,1.4,TR,1711757624
473,jitra,6.2681,100.4217,300.36,91,100,1.35,MY,1711757625
474,xai-xai,-25.0519,33.6442,296.23,86,30,4.87,MZ,1711757626
475,ciudad bolivar,8.1222,-63.5497,307.31,29,100,2.91,VE,1711757627
476,selebi-phikwe,-21.979,27.8498,294.09,57,23,6.32,BW,1711757628
477,guasdualito,7.2424,-70.7324,304.29,45,97,1.81,VE,1711757629
478,boende,-0.2167,20.8667,297.26,74,39,0.9,CD,1711757630
479,sabang,5.8933,95.3214,300.78,75,91,1.65,ID,1711757630
480,karabuk,41.2049,32.6277,285.9,80,6,1.02,TR,1711757631
481,birzebbuga,35.8258,14.5269,288.53,82,2,7.72,MT,1711757632
482,mpraeso,6.5932,-0.7346,297.22,92,94,2.67,GH,1711757633
483,del rio,29.3627,-100.8968,302.37,35,0,8.49,US,1711757634
484,kenai,60.5544,-151.2583,277.2,65,100,7.2,US,1711757634
485,coxim,-18.5067,-54.76,298.15,86,56,0.99,BR,1711757635
486,tulchyn,48.6745,28.8464,281.34,64,50,2.97,UA,1711757636
487,crookston,47.7741,-96.6081,273.21,86,100,2.57,US,1711757637
488,ciudad melchor muzquiz,27.8833,-101.5167,301.69,32,89,5.31,MX,1711757387
489,clodomira,-27.5744,-64.1311,302.37,45,31,2.48,AR,1711757638
490,alofi,-19.0595,-169.9187,301.09,83,75,4.63,NU,1711757639
491,hasaki,35.7333,140.8333,292.37,56,0,4.47,JP,1711757640
492,yeppoon,-23.1333,150.7333,299.03,71,65,6.28,AU,1711757640
493,samus',56.7475,84.6992,275.43,95,85,2.97,RU,1711757641
494,ornskoldsvik,63.2909,18.7153,272.68,100,100,4.12,SE,1711757474
495,qorovulbozor,39.5006,64.7936,277.99,45,100,3.67,UZ,1711757642
496,nikolayevsk-on-amure,53.1406,140.73,274.25,92,100,3.12,RU,1711757643
497,berdigestyakh,62.0989,126.6992,251.61,86,30,4.15,RU,1711757644
498,dera bugti,29.0307,69.151,295.43,44,0,1.84,PK,1711757644
499,popayan,2.4382,-76.6132,290.11,96,78,1.0,CO,1711757522
500,willmar,45.1219,-95.0433,277.25,65,100,4.12,US,1711757646
501,boden,65.8252,21.6886,271.15,96,100,4.08,SE,1711757647
502,hambergen,53.3167,8.8333,284.12,87,99,2.59,DE,1711757647
503,qingnian,36.8456,115.7117,288.38,26,34,6.54,CN,1711757648
504,targu secuiesc,46.0,26.1333,282.36,64,96,0.88,RO,1711757649
505,timaru,-44.4,171.25,287.63,86,13,4.02,NZ,1711757649
506,muntok,-2.0667,105.1833,299.73,85,88,2.19,ID,1711757650
507,guerrero negro,27.9769,-114.0611,291.4,64,97,7.58,MX,1711757651
508,hakkari,37.5833,44.1667,268.03,93,75,1.03,TR,1711757652
509,saint-pierre,-21.3393,55.4781,297.97,78,0,1.03,RE,1711757653
510,abdulino,53.7,53.6667,261.94,100,89,1.52,RU,1711757653
511,armacao de buzios,-22.7469,-41.8817,297.4,93,100,5.77,BR,1711757426
512,pariaman,-0.619,100.12,299.18,89,99,1.73,ID,1711757655
513,heihe,50.2441,127.4902,272.84,61,100,6.35,CN,1711757656
514,libona,8.3389,124.7353,299.83,53,6,0.41,PH,1711757658
515,mar del plata,-38.0023,-57.5575,297.56,69,8,7.6,AR,1711757658
516,kone,-21.0595,164.8658,300.82,49,0,3.74,NC,1711757503
517,grand falls-windsor,48.9332,-55.6649,276.76,94,100,1.13,CA,1711757660
518,ad dabbah,18.05,30.95,299.19,15,34,6.92,SD,1711757661
519,cullowhee,35.3137,-83.1765,287.98,35,0,1.16,US,1711757661
520,san antonio de pale,-1.4014,5.6325,301.24,81,99,4.82,GQ,1711757662
521,yanchep,-31.55,115.6833,293.68,84,62,1.82,AU,1711757663
522,sinop,41.7711,34.8709,284.44,76,3,1.26,TR,1711757401
523,rakops,-21.0167,24.3333,297.98,43,84,4.53,BW,1711757664
524,inhambane,-23.865,35.3833,295.64,84,5,2.77,MZ,1711757665
525,nova vicosa,-17.8919,-39.3719,299.53,88,67,3.18,BR,1711757406
526,minas de marcona,-15.2119,-75.1103,292.42,83,22,5.5,PE,1711757666
527,ormara,25.2088,64.6357,296.27,67,0,5.21,PK,1711757667
528,martinsicuro,42.8811,13.9145,290.44,72,99,1.69,IT,1711757669
529,ust'-ilimsk,58.0006,102.6619,261.73,81,100,3.84,RU,1711757669
530,touba,8.2833,-7.6833,299.68,67,61,1.78,CI,1711757670
531,calvi,42.5,8.8333,283.5,58,0,1.54,FR,1711757671
532,igarka,67.4667,86.5833,267.07,94,100,10.97,RU,1711757672
533,terrace,54.5163,-128.6035,287.16,37,0,0.65,CA,1711757559
534,port augusta,-32.5,137.7667,301.08,42,7,4.07,AU,1711757673
535,ezine,39.7856,26.3408,287.74,79,48,1.62,TR,1711757674
536,hilo,19.7297,-155.09,299.0,80,100,6.17,US,1711757675
537,wainwright,52.839,-110.8572,270.6,37,93,4.53,CA,1711757676
538,key largo,25.0865,-80.4473,295.93,52,2,7.94,US,1711757669
539,anton lizardo,19.05,-95.9833,298.27,66,9,7.03,MX,1711757677
540,bikenibeu village,1.3673,173.1241,304.13,79,20,4.12,KI,1711757678
541,maputo,-25.9653,32.5892,294.48,88,42,3.93,MZ,1711757679
542,pangody,65.85,74.4859,253.23,100,87,2.18,RU,1711757578
543,misratah,32.3754,15.0925,290.92,70,0,10.01,LY,1711757681
544,dongxing,45.3667,130.8,271.84,58,87,7.1,CN,1711757681
545,nogliki,51.8333,143.1667,272.78,90,100,5.36,RU,1711757682
546,carutapera,-1.195,-46.02,298.17,95,96,2.41,BR,1711757683
547,monrovia,6.3005,-10.7969,299.02,90,88,2.33,LR,1711757683
548,bosansko grahovo,44.1794,16.3639,282.39,77,97,3.11,BA,1711757684
549,altai,46.3722,96.2583,274.92,41,60,1.96,MN,1711757685
550,novodvinsk,64.4165,40.8122,272.01,97,97,2.86,RU,1711757686
551,andergrove,-21.0833,149.1833,300.18,61,75,8.1,AU,1711757687
552,warwick,41.7001,-71.4162,282.12,50,40,10.29,US,1711756940
553,puerto armuelles,8.2833,-82.8667,303.2,62,89,4.47,PA,1711757688
554,okha,53.5739,142.9478,273.18,98,100,10.49,RU,1711757689
555,kitimat,54.0524,-128.6534,287.42,34,0,0.89,CA,1711757690
556,al bawiti,28.3492,28.8659,289.57,69,0,3.82,EG,1711757691
557,prokop'yevsk,53.9059,86.719,273.96,88,75,2.79,RU,1711757691
558,akureyri,65.6835,-18.0878,270.27,97,100,3.23,IS,1711757692
559,meadow lake,34.8014,-106.5436,295.28,13,43,8.85,US,1711757693
560,deqen,29.9618,90.7188,274.23,25,71,2.29,CN,1711757693
561,olyokminsk,60.3736,120.4264,255.64,94,88,1.32,RU,1711757694
562,wiwili,13.6268,-85.8254,300.56,62,75,2.76,NI,1711757695
563,aras-asan,8.8908,126.3033,299.5,76,25,1.44,PH,1711757696
564,egilsstadir,65.2653,-14.3948,271.65,95,100,10.65,IS,1711757696
565,sulak,43.2734,47.5146,284.33,87,100,6.34,RU,1711757697
566,christchurch,-43.5333,172.6333,289.77,71,100,5.14,NZ,1711757425
567,kimbe,-5.5502,150.1429,302.36,75,99,1.91,PG,1711757699
568,zemio,5.0314,25.1361,301.09,40,100,0.36,CF,1711757699
569,mytilene,39.11,26.5547,286.6,76,30,1.46,GR,1711757700
570,cole harbour,44.6724,-63.4751,282.81,96,100,4.47,CA,1711757701
571,keflavik,64.0049,-22.5624,272.39,69,20,8.75,IS,1711757702
572,castillos,-34.1667,-53.8333,293.31,94,33,2.14,UY,1711757703
573,keren,15.7778,38.4581,295.29,57,65,1.43,ER,1711757704
574,shizunai-furukawacho,42.3339,142.3669,279.2,80,67,8.47,JP,1711757495
575,talakan,50.3167,130.3667,271.01,68,56,0.99,RU,1711757706
576,meulaboh,4.1363,96.1285,298.39,89,99,0.85,ID,1711757706
577,gebeit,21.0667,36.3167,295.42,55,83,2.08,SD,1711757707
578,antofagasta,-23.65,-70.4,293.46,82,24,2.2,CL,1711757541
579,gharghoda,22.1667,83.35,299.89,33,17,1.47,IN,1711757709
580,abepura,-2.6333,140.5833,302.6,74,20,1.03,ID,1711757710
581,mana,5.6592,-53.7767,297.95,91,100,6.27,GF,1711757710
582,beyneu,45.3167,55.2,276.79,64,1,2.22,KZ,1711757711
583,luderitz,-26.6481,15.1594,289.28,86,4,2.09,NA,1711757712
584,bel ombre,-4.6167,55.4167,301.58,76,37,3.06,SC,1711757713
585,opuwo,-18.0607,13.84,294.69,72,100,2.33,NA,1711757713
586,strathmore,51.0501,-113.3852,269.46,71,100,2.73,CA,1711757696
587,kapa'a,22.0752,-159.319,300.14,71,75,7.2,US,1711757715
588,richards bay,-28.783,32.0377,293.52,93,46,2.41,ZA,1711757716
589,hell-ville,-13.4,48.2667,300.53,78,56,2.32,MG,1711757716
590,belmonte,-15.8631,-38.8828,299.76,85,51,1.91,BR,1711757718
591,malanje,-9.5402,16.341,291.92,98,98,0.42,AO,1711757719
592,milagros,12.2181,123.5095,300.88,65,41,5.38,PH,1711757719
593,callaway,30.153,-85.5699,291.43,59,0,3.6,US,1711757720
594,siquirres,10.0975,-83.5066,297.13,85,86,0.79,CR,1711757721
595,serenje,-13.2325,30.2352,290.03,88,75,1.85,ZM,1711757722
596,kalulushi,-12.8378,28.0919,290.38,94,74,1.78,ZM,1711757650
597,sidi okba,34.7451,5.8983,293.54,13,0,5.17,DZ,1711757598
598,nizhneudinsk,54.9076,99.0276,270.67,96,100,1.45,RU,1711757724
599,panacan,9.2463,118.4082,301.7,71,59,1.88,PH,1711757725
